terrain_environmental_factors,material_labour_costs,regulatory_permitting_timeline,historical_delay_patterns,weather_seasonal_data,vendor_performance_structured,vendor_performance_semi_structured,vendor_performance_non_structured,material_cost_escalation_reason,cost_escalation_percentage,demand_supply_scenario,supply_delay_days,skilled_manpower_availability,equipment_availability,project_complexity,transmission_voltage_level,line_length_km,environmental_clearance_status,land_acquisition_percentage,time_overrun_percentage,cost_overrun_percentage,project_hotspots
Urban,91.8100901733896,630,9.978907763659091,Monsoon,4.200000000000003,"{""delivery_time"": 3.29, ""quality"": 2.78, ""communication"": 3.67, ""technical_expertise"": 3.52}",Good quality but delayed deliveries,Medium,1.15,Surplus,0.0,0.8074414593861812,0.8866765567417147,High,220kV,33.33308957529318,Under_Review,61.94876686062992,14.959745067793547,8.96200077370573,Land_Acquisition_Risk|Weather_Risk
Rural,40.310537313131974,540,29.358187579495244,Winter,3.200000000000002,"{""delivery_time"": 1.07, ""quality"": 3.16, ""communication"": 1.35, ""technical_expertise"": 1.11}",Poor quality control and frequent delays,Medium,1.15,Critical_Shortage,41.21204653948102,0.8580287558701376,0.9194405402525605,High,132kV,10.0,Pending,71.63614880675706,12.307238391890928,8.55071320306879,Supply_Chain_Risk|Land_Acquisition_Risk
Rural,38.0121199002462,120,31.23455595729275,Winter,4.200000000000003,"{""delivery_time"": 4.16, ""quality"": 2.03, ""communication"": 2.36, ""technical_expertise"": 1.26}",Poor quality control and frequent delays,Critical,1.5,Surplus,4.824488595530889,0.6576056700224646,0.6834341971431147,High,132kV,87.79566189945788,Under_Review,75.96557234513081,5.842932664492832,14.713257719952566,Resource_Risk|Land_Acquisition_Risk
Rural,42.758847167269515,30,23.544694289971975,Winter,2.7000000000000015,"{""delivery_time"": 1.72, ""quality"": 4.06, ""communication"": 2.97, ""technical_expertise"": 4.52}",Good quality but delayed deliveries,High,1.3,Balanced,3.516991959885641,0.9169795637473285,0.8804155150097253,Medium,765kV,104.04052284072446,Obtained,85.00639226691466,3.903166825567244,2.8834775993443333,Low_Risk
Forest,44.62508859514914,540,46.21394870086215,Spring,3.9000000000000026,"{""delivery_time"": 2.59, ""quality"": 2.07, ""communication"": 2.39, ""technical_expertise"": 3.85}",Good quality but delayed deliveries,Medium,1.15,Deficit,19.397335934055683,0.4904394443778822,0.7426864475845971,Medium,132kV,97.65596619509259,Pending,91.90818249902841,25.8740963992669,24.33136468172476,Environmental_Risk|Supply_Chain_Risk|Resource_Risk
Rural,51.84005473992193,30,31.02062791633239,Spring,3.500000000000002,"{""delivery_time"": 3.22, ""quality"": 4.62, ""communication"": 3.41, ""technical_expertise"": 2.97}",Good quality but delayed deliveries,High,1.3,Deficit,24.998779159790097,0.567302550146565,0.600541744203023,Medium,132kV,74.88064961254246,Under_Review,73.99213152187531,14.461408783140843,11.534426489119369,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,74.3701768770434,390,47.1148365796558,Winter,2.5000000000000013,"{""delivery_time"": 4.14, ""quality"": 4.79, ""communication"": 2.42, ""technical_expertise"": 2.0}",Average performance with communication issues,Medium,1.15,Critical_Shortage,29.72809902377292,0.4560954169503939,0.5622116884536066,Low,400kV,99.22891028131932,Obtained,78.93987946947716,22.975183386416568,26.176737259098047,Cost_Critical|Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Coastal,65.81542691608853,600,17.187231977021533,Monsoon,2.200000000000001,"{""delivery_time"": 3.46, ""quality"": 3.0, ""communication"": 4.96, ""technical_expertise"": 2.85}",Outstanding technical expertise and support,Low,1.05,Deficit,17.777230911014644,0.5265267043644113,0.6725254346610284,High,220kV,74.62426698906798,Obtained,91.41869063944768,19.17678266831718,37.97629084862997,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Weather_Risk
Rural,46.21469746810568,600,17.392655081278978,Summer,4.800000000000003,"{""delivery_time"": 1.3, ""quality"": 4.91, ""communication"": 4.37, ""technical_expertise"": 1.71}",Outstanding technical expertise and support,Low,1.05,Surplus,9.929723880440038,0.5432372871466871,0.5687760557375698,Low,765kV,110.92539890439247,Obtained,69.01314905315101,7.611461728120415,0.0,Resource_Risk|Land_Acquisition_Risk
Urban,59.30968025614689,690,31.33044590416018,Winter,4.200000000000003,"{""delivery_time"": 4.62, ""quality"": 2.36, ""communication"": 2.51, ""technical_expertise"": 4.63}",Poor quality control and frequent delays,Critical,1.5,Surplus,3.2651477664776474,0.950579914553026,0.9991344881020343,Very_High,220kV,123.75529900849637,Obtained,68.68527711753727,17.24617609188693,20.238671313783357,Land_Acquisition_Risk
Rural,26.552137869550144,300,21.862412352169567,Winter,3.500000000000002,"{""delivery_time"": 3.12, ""quality"": 1.55, ""communication"": 2.48, ""technical_expertise"": 3.89}",Poor quality control and frequent delays,Critical,1.5,Balanced,1.2280857031784853,0.44686581325069374,0.5245944951160111,High,400kV,52.40841886412602,Pending,83.56931959320136,19.085579061965525,26.74391277161843,Cost_Critical|Resource_Risk
Urban,82.2206406543696,330,45.22798509870421,Winter,1.0,"{""delivery_time"": 1.7, ""quality"": 3.36, ""communication"": 3.78, ""technical_expertise"": 2.38}",Poor quality control and frequent delays,High,1.3,Deficit,16.194566202206936,0.6564490721126257,0.7205717996845382,High,765kV,74.93268886370454,Under_Review,77.44227322071468,20.865815504543107,28.936620722735395,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk
Urban,63.482174658250365,270,29.10040460357125,Summer,4.700000000000003,"{""delivery_time"": 3.78, ""quality"": 4.54, ""communication"": 2.89, ""technical_expertise"": 2.53}",Excellent performance with timely delivery,Critical,1.5,Critical_Shortage,41.84941629976181,0.7194392123361477,0.7260467611951921,Very_High,220kV,80.60171151546174,Obtained,97.9558721214174,4.057994953836192,25.245991867616198,Cost_Critical|Supply_Chain_Risk
Rural,47.29280129614062,270,12.465109361719414,Winter,1.1,"{""delivery_time"": 2.0, ""quality"": 3.42, ""communication"": 4.52, ""technical_expertise"": 2.3}",Poor quality control and frequent delays,High,1.3,Surplus,0.0,0.9392158322812965,0.6503159642908378,Medium,132kV,134.8901647835371,Under_Review,74.28122171938313,5.003710781766422,27.884057787565926,Cost_Critical|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,97.8966135176729,150,4.1582030974716915,Spring,1.5000000000000004,"{""delivery_time"": 2.58, ""quality"": 2.63, ""communication"": 3.24, ""technical_expertise"": 1.91}",Good quality but delayed deliveries,Low,1.05,Critical_Shortage,34.84951646354734,0.9986177311967281,0.7856757828534726,High,765kV,56.529528039808994,Under_Review,90.38222414027331,12.206011512209695,16.939557463247915,Supply_Chain_Risk|Vendor_Risk
Forest,68.10161703185662,30,24.061136891880825,Spring,4.700000000000003,"{""delivery_time"": 4.29, ""quality"": 2.18, ""communication"": 3.82, ""technical_expertise"": 3.05}",Poor quality control and frequent delays,Low,1.05,Surplus,0.0,0.8520328689519014,0.5749885120757723,Low,400kV,123.41819840588104,Under_Review,83.32370973856143,7.751068776500926,2.4168972608849977,Environmental_Risk|Resource_Risk
Rural,38.72313424857224,510,23.9305224456012,Monsoon,3.300000000000002,"{""delivery_time"": 3.34, ""quality"": 1.72, ""communication"": 3.94, ""technical_expertise"": 1.75}",Good quality but delayed deliveries,Medium,1.15,Surplus,0.0,0.9824745943414177,0.8919561902936168,Low,132kV,33.68791153606057,Pending,62.18304367798705,16.91668931815014,1.3882177685294188,Land_Acquisition_Risk|Weather_Risk
Mountainous,65.40695408537528,660,28.76519107970065,Spring,2.7000000000000015,"{""delivery_time"": 1.45, ""quality"": 3.19, ""communication"": 3.84, ""technical_expertise"": 1.2}",Average performance with communication issues,High,1.3,Balanced,6.207774342381979,0.8722606795215242,0.6662238591238192,High,400kV,128.52409603842324,Pending,63.37542192037794,16.056924515507646,24.63264570962067,Environmental_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,100.84002845692697,60,39.528286885070834,Summer,3.6000000000000023,"{""delivery_time"": 1.28, ""quality"": 4.21, ""communication"": 4.24, ""technical_expertise"": 1.98}",Excellent performance with timely delivery,Low,1.05,Deficit,14.496413729720114,0.97792158458285,0.7956712948993209,Low,132kV,114.81591932819657,Obtained,68.12625952759961,13.472356279641257,14.228520618927153,Supply_Chain_Risk|Land_Acquisition_Risk
Urban,67.2087730054864,390,37.949359647927125,Winter,5.0000000000000036,"{""delivery_time"": 3.46, ""quality"": 2.77, ""communication"": 3.53, ""technical_expertise"": 4.45}",Excellent performance with timely delivery,Low,1.05,Balanced,8.216750897848756,0.8243624355666731,0.8578196180334796,Very_High,220kV,79.5519861598535,Under_Review,65.72610491396104,7.87571186939849,22.2484315771634,Land_Acquisition_Risk
Mountainous,42.63874548785925,270,18.053187611962805,Summer,1.7000000000000006,"{""delivery_time"": 1.32, ""quality"": 4.11, ""communication"": 2.97, ""technical_expertise"": 3.26}",Outstanding technical expertise and support,High,1.3,Deficit,20.704847471282157,0.44785805527064265,0.9445210588450805,High,220kV,117.08357991465144,Pending,73.17485958577771,18.951981998975622,38.77645119176631,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Urban,82.92496422421647,120,9.474167178346944,Spring,3.7000000000000024,"{""delivery_time"": 3.62, ""quality"": 4.69, ""communication"": 1.23, ""technical_expertise"": 1.12}",Average performance with communication issues,Medium,1.15,Critical_Shortage,28.63584789773027,0.6411521121956059,0.9178937182261,High,220kV,67.46708119811964,Pending,83.15955663994761,13.579724669035492,29.582887440601084,Cost_Critical|Supply_Chain_Risk
Forest,49.972298396143856,150,10.190546379891156,Summer,1.9000000000000008,"{""delivery_time"": 1.71, ""quality"": 4.95, ""communication"": 3.86, ""technical_expertise"": 3.46}",Good quality but delayed deliveries,Medium,1.15,Deficit,15.337655319902451,0.7879583702814823,0.8041545140517798,Medium,400kV,52.7015467506148,Pending,84.09450172029545,17.749585098690225,15.86069231465961,Environmental_Risk|Supply_Chain_Risk|Vendor_Risk
Urban,101.52930663624214,330,16.158379536143457,Monsoon,2.6000000000000014,"{""delivery_time"": 1.19, ""quality"": 4.52, ""communication"": 4.25, ""technical_expertise"": 3.66}",Average performance with communication issues,Medium,1.15,Critical_Shortage,34.73436930622771,0.6104311056725507,0.6941965901919435,High,765kV,144.7261859511383,Obtained,83.51071140650959,8.083869852592937,13.80482821983668,Supply_Chain_Risk|Resource_Risk|Weather_Risk
Rural,66.20072098571973,570,20.59922142353177,Monsoon,3.8000000000000025,"{""delivery_time"": 2.36, ""quality"": 1.28, ""communication"": 3.32, ""technical_expertise"": 3.88}",Excellent performance with timely delivery,Medium,1.15,Surplus,1.0170733669479106,0.5640303508682671,0.751602335037482,Low,220kV,66.05865959132886,Pending,64.70434538532616,18.639490026656706,0.0,Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Urban,56.277223034654355,630,28.660745667582002,Winter,1.5000000000000004,"{""delivery_time"": 1.38, ""quality"": 3.54, ""communication"": 2.15, ""technical_expertise"": 4.06}",Good quality but delayed deliveries,Low,1.05,Critical_Shortage,34.92264577616477,0.7464395602798546,0.8843673966894012,High,400kV,108.69508390598075,Under_Review,84.00901643441983,15.246365823143476,20.31633361630894,Supply_Chain_Risk|Vendor_Risk
Forest,86.51905678253337,90,15.388388837248243,Winter,2.300000000000001,"{""delivery_time"": 3.16, ""quality"": 1.52, ""communication"": 3.11, ""technical_expertise"": 2.58}",Average performance with communication issues,High,1.3,Critical_Shortage,30.09668543884983,0.9601011260214609,0.9387727712797365,Low,132kV,123.80944966750971,Pending,76.3898754742954,21.932892864691805,31.453625931228256,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk
Rural,51.01783265791105,360,28.364703653359772,Monsoon,3.100000000000002,"{""delivery_time"": 1.72, ""quality"": 4.37, ""communication"": 1.04, ""technical_expertise"": 2.25}",Excellent performance with timely delivery,High,1.3,Surplus,7.273747676852943,0.42098912410969214,0.5518909640883359,High,220kV,113.22162066706255,Pending,96.12210661010909,19.993295576563924,14.029147429332161,Resource_Risk|Weather_Risk
Mountainous,94.18740769024993,570,29.344481750308624,Winter,1.5000000000000004,"{""delivery_time"": 1.05, ""quality"": 1.38, ""communication"": 2.19, ""technical_expertise"": 1.22}",Good quality but delayed deliveries,Low,1.05,Critical_Shortage,44.40380573101324,0.8615387221248626,0.6924281312465268,Medium,132kV,105.97450848054626,Obtained,96.47936784430777,19.418109529152225,12.222703848083809,Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Urban,74.45228993724226,570,26.720126591150674,Spring,3.500000000000002,"{""delivery_time"": 3.39, ""quality"": 1.35, ""communication"": 3.81, ""technical_expertise"": 1.21}",Good quality but delayed deliveries,Low,1.05,Critical_Shortage,37.73444851725842,0.8336363668267763,0.8880582992067503,Low,220kV,108.80616280221466,Under_Review,90.72695306735358,24.704986899057253,30.48549133122465,Cost_Critical|Supply_Chain_Risk
Coastal,44.76558021016428,390,11.456524035847659,Summer,4.800000000000003,"{""delivery_time"": 1.24, ""quality"": 2.22, ""communication"": 4.59, ""technical_expertise"": 3.57}",Excellent performance with timely delivery,Low,1.05,Surplus,2.9905088988057758,0.9783720552329722,0.7158258812969804,Medium,132kV,122.01085988019676,Pending,88.12428604396897,7.112036464110848,3.7750331421106216,Low_Risk
Urban,52.45077826980949,210,30.613920702831496,Winter,2.100000000000001,"{""delivery_time"": 4.08, ""quality"": 1.57, ""communication"": 4.34, ""technical_expertise"": 1.03}",Good quality but delayed deliveries,Critical,1.5,Surplus,0.6552458198058668,0.9584267333995261,0.6661138820331419,Low,400kV,96.12026072545268,Under_Review,64.59810869269891,13.753267464773918,20.961982169544893,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Forest,81.81176532964678,450,49.975235545200675,Monsoon,4.400000000000003,"{""delivery_time"": 1.85, ""quality"": 3.46, ""communication"": 2.5, ""technical_expertise"": 4.94}",Excellent performance with timely delivery,High,1.3,Surplus,4.846016108895011,0.8573395372265158,0.7056613484116347,High,220kV,83.61252727367803,Under_Review,63.387768463467886,21.43330163634319,20.25081067484017,Environmental_Risk|Land_Acquisition_Risk|Weather_Risk
Urban,58.47188102392246,690,27.950761922954854,Post_Monsoon,2.300000000000001,"{""delivery_time"": 1.12, ""quality"": 4.99, ""communication"": 3.49, ""technical_expertise"": 3.23}",Poor quality control and frequent delays,High,1.3,Deficit,2.7842734738463406,0.7122452588095591,0.8014223733931753,Medium,400kV,37.0870805153882,Pending,93.63334763656343,26.664872543787713,12.655861764586325,Supply_Chain_Risk|Vendor_Risk
Urban,57.12885496678107,210,0.0,Monsoon,3.100000000000002,"{""delivery_time"": 1.24, ""quality"": 2.09, ""communication"": 4.7, ""technical_expertise"": 2.42}",Poor quality control and frequent delays,High,1.3,Surplus,0.0,0.5225605319401119,0.9999025720669008,Medium,400kV,96.13444018307936,Obtained,77.08063265829821,17.96929377387334,26.697147536831626,Cost_Critical|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Urban,46.37510970268762,240,39.89055486456283,Winter,3.200000000000002,"{""delivery_time"": 3.65, ""quality"": 5.0, ""communication"": 2.05, ""technical_expertise"": 3.3}",Good quality but delayed deliveries,Medium,1.15,Surplus,0.0,0.7271414309953446,0.7464962145522659,Medium,132kV,120.99184319352585,Under_Review,78.05449100803784,17.454552814590468,2.1240383397988936,Land_Acquisition_Risk
Rural,56.353985983901914,150,16.567026679607363,Monsoon,1.6000000000000005,"{""delivery_time"": 3.79, ""quality"": 1.66, ""communication"": 1.59, ""technical_expertise"": 2.83}",Good quality but delayed deliveries,Low,1.05,Critical_Shortage,35.729090490106444,0.8592111963517923,0.6042472374771303,Medium,220kV,46.4747230117778,Pending,93.91172360052121,9.564238263954238,22.67025385306347,Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Weather_Risk
Mountainous,121.40681068297077,630,52.188552285948305,Monsoon,4.900000000000004,"{""delivery_time"": 2.54, ""quality"": 3.86, ""communication"": 1.28, ""technical_expertise"": 4.89}",Excellent performance with timely delivery,Low,1.05,Balanced,10.463137825865541,0.9374015275827359,0.5814232876395473,Medium,765kV,76.98301472504086,Under_Review,84.85723836243153,15.024817525113425,19.670940642191535,Environmental_Risk|Resource_Risk|Weather_Risk
Urban,44.18310817204168,420,26.396361416391525,Monsoon,3.400000000000002,"{""delivery_time"": 1.06, ""quality"": 3.41, ""communication"": 3.25, ""technical_expertise"": 1.54}",Good quality but delayed deliveries,Low,1.05,Balanced,5.095170881080384,0.8738272055263294,0.5211748737382071,High,765kV,99.88805873796458,Under_Review,67.17628963608422,19.387437168307947,14.773186773957004,Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Coastal,60.435950220109646,120,4.783591672170093,Winter,2.200000000000001,"{""delivery_time"": 1.6, ""quality"": 4.17, ""communication"": 4.55, ""technical_expertise"": 2.13}",Outstanding technical expertise and support,Critical,1.5,Deficit,13.197538306646644,0.5171601611146324,0.7794086174591608,Low,400kV,137.93280290799441,Under_Review,68.44052915949442,6.734494944009428,19.122997255966848,Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
